Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Haunted Galliwoppers,Flying ~ Uncommon ~ Winter,1,1,18,2,122,,
Herald of the extinction,Ground ~ Legendary ~ Fall,1,1,18,2,123,,
Hermit Crab,Scuttle ~ Common ~ Summer,1,1,18,2,124,,
Hipster Weevil,Scuttle ~ Uncommon ~ Spring,1,1,18,2,125,,
Hotaru,Flying ~ Uncommon ~ Fall,1,1,18,2,126,,
Industrial Fishin Refugee,Ground ~ Rare ~ Summer,1,1,18,2,127,,
Island Weevil,Scuttle ~ Common ~ Spring,1,1,18,2,128,,
Kabuto,Scuttle ~ Common ~ Winter,1,1,18,2,129,,
Khepri Beetle,Scuttle ~ Uncommon ~ Winter,1,1,18,2,130,,
Knitted Dragonfly,Flying ~ Common ~ Spring,1,1,18,2,131,,
Kpop Anti-Fan,Ground ~ Uncommon ~ Winter,1,1,18,2,132,,
Kyanite Beetle,Scuttle ~ Rare ~ Summer,1,1,18,2,133,,
Last of its kind,Ground ~ Mythical ~ Fall,1,1,18,2,134,,
Late Bloomer,Flying ~ Uncommon ~ Winter,1,1,18,2,135,,
Lesser Mosquito,Flying ~ Common ~ Spring,1,1,18,2,136,,
Loneliness-is-death Bug,Scuttle ~ Uncommon ~ Winter,1,1,18,2,137,,
Lovelorn Lumpid,Ground ~ Common ~ Fall,1,1,18,2,138,,
Main Snowfriend,Scuttle ~ Rare ~ Winter,1,1,18,2,139,,
Meat-positive Bug,Scuttle ~ Uncommon ~ Summer,1,1,18,2,140,,
Meglomaniacapod,Ground ~ Legendary ~ Winter,1,1,18,2,141,,
Memory of impossible love,Scuttle ~ Legendary ~ Fall,1,1,18,2,142,,
Miss Mossie,Flying ~ Uncommon ~ Fall,1,1,18,2,143,,
Mold Maiden,Flying ~ Uncommon ~ Summer,1,1,18,2,144,,
Mother Moose Fly,Flying ~ Uncommon ~ Spring,1,1,18,2,145,,
Mule Killer,Flying ~ Mythical ~ Fall,1,1,18,2,146,,
Nimby Crab,Scuttle ~ Legendary ~ Summer,1,1,18,2,147,,
No-kids Creeper,Ground ~ Legendary ~ Spring,1,1,18,2,148,,
Northern Ice Spider,Scuttle ~ Common ~ Winter,1,1,18,2,149,,
Notebook Butterfly,Flying ~ Common ~ Summer,1,1,18,2,150,,
Old Sap Aphid,Scuttle ~ Common ~ Fall,1,1,18,2,151,,
One-sided Lover,Scuttle ~ Rare ~ Summer,1,1,18,2,152,,
Patient Zero,Ground ~ Legendary ~ Summer,1,1,18,2,153,,
Peaked-as-a-senior Bug,Flying ~ Rare ~ Summer,1,1,18,2,154,,
Pernfly,Flying ~ Rare ~ Winter,1,1,18,2,155,,
Piestfly,Flying ~ Common ~ Summer,1,1,18,2,156,,
Prince in amber,Scuttle ~ Mythical ~ Fall,1,1,18,2,157,,
Pu’erh Bug,Scuttle ~ Rare ~ Fall,1,1,18,2,158,,
Relationship Bug,Scuttle ~ Legendary ~ Summer,1,1,18,2,159,,
Rent-Free Slug,Ground ~ Common ~ Spring,1,1,18,2,160,,
Retired Athlete,Ground ~ Legendary ~ Summer,1,1,18,2,161,,
Romantic Wanderer,Ground ~ Rare ~ Fall,1,1,18,2,162,,
Scarabaeus Sacer,Scuttle ~ Rare ~ Winter,1,1,18,2,163,,
Skull Nestler,Ground ~ Rare ~ Summer,1,1,18,2,164,,
Skull Slug,Ground ~ Common ~ Winter,1,1,18,2,165,,
Slow Fly,Flying ~ Common ~ Winter,1,1,18,2,166,,
Snake Servant,Flying ~ Uncommon ~ Summer,1,1,18,2,167,,
Snow Fly,Flying ~ Legendary ~ Winter,1,1,18,2,168,,
Snowbird Borer,Scuttle ~ Legendary ~ Winter,1,1,18,2,169,,
Soy Boy,Ground ~ Mythical ~ Fall,1,1,18,2,170,,
Speaker-of-truth,Flying ~ Rare ~ Fall,1,1,18,2,171,,
Squirrel-murdered Nut Ghost,Flying ~ Mythical ~ Summer,1,1,18,2,172,,
Squishy Squasher,Ground ~ Uncommon ~ Summer,1,1,18,2,173,,
Suburban Artist,Ground ~ Legendary ~ Winter,1,1,18,2,174,,
Swamp Angel,Flying ~ Rare ~ Fall,1,1,18,2,175,,
Systemically Repressed Grub,Ground ~ Common ~ Winter,1,1,18,2,176,,
Tasty Scuttler,Ground ~ Uncommon ~ Summer,1,1,18,2,177,,
Tonbo,Flying ~ Common ~ Fall,1,1,18,2,178,,
Tonchio,Scuttle ~ Rare ~ Spring,1,1,18,2,179,,
Tongue Tickler,Ground ~ Uncommon ~ Fall,1,1,18,2,180,,
Totally Pumped Gnat,Flying ~ Uncommon ~ Summer,1,1,18,2,181,,
Twig Grub,Ground ~ Common ~ Spring,1,1,18,2,182,,
Undercover Grub,Ground ~ Rare ~ Fall,1,1,18,2,183,,
Used Chachaling,Scuttle ~ Legendary ~ Fall,1,1,18,2,184,,
Verdelite Beetle,Scuttle ~ Uncommon ~ Summer,1,1,18,2,185,,
Whale Slug,Ground ~ Uncommon ~ Fall,1,1,18,2,186,,
Witch Doctor,Flying ~ Legendary ~ Summer,1,1,18,2,187,,
Working-Class Grub,Ground ~ Uncommon ~ Winter,1,1,18,2,188,,
Yellow Oakling,Flying ~ Legendary ~ Summer,1,1,18,2,189,,
Yep-you-caught-a-grub,Ground ~ Mythical ~ Summer,1,1,18,2,190,,
You-ate-what-you-lay-eggs-in Fly,Flying ~ Uncommon ~ Summer,1,1,18,2,191,,
Zirconium Beetle,Scuttle ~ Mythical ~ Summer,1,1,18,2,192,,
Zombie Real-estate Agent,Scuttle ~ Uncommon ~ Summer,1,1,18,2,193,,
Alewife,Small ~ Common ~ Early Fall,1,1,19,2,1,,
Angry Salmon,Medium ~ Rare ~ Winter,1,0,19,2,2,,
Apocalypse Salmon,Large ~ Common ~ Late Spring,1,1,19,2,3,,
Arctic Char,Large ~ Uncommon ~ Winter,1,0,19,2,4,,
Armorhead,Large ~ Uncommon ~ Late Fall,1,0,19,2,5,,
Atlantic Pike,Large ~ Rare ~ Late Spring,1,1,19,2,6,,
Aunt Erin’s Flounder,Large ~ Legendary ~ Early Fall,1,1,19,2,7,,
Baby Bloodfish,Small ~ Uncommon ~ Early Fall,1,1,19,2,8,,
Basking Salmonoid,Large ~ Rare ~ Summer,1,1,19,2,9,,
Beaked Horror,Small ~ Legendary ~ Early Fall,1,1,19,2,10,,
Bereft Brill,Small ~ Rare ~ Winter,1,0,19,2,11,,
Blackeye,Large ~ Uncommon ~ Summer,1,1,19,2,12,,
Bleakbone,Medium ~ Mythical ~ Summer,1,1,19,2,13,,
Bloodfin Tuna,Large ~ Rare ~ Early Fall,1,1,19,2,14,,
Boatfish,Large ~ Rare ~ Early Spring,1,0,19,2,15,,
Bone Bonito,Medium ~ Crystal ~ Winter,1,0,19,2,16,,
Breeder Bream,Medium ~ Rare ~ Late Spring,1,1,19,2,17,,
Brooder,Medium ~ Uncommon ~ Early Fall,1,1,19,2,18,,
Bully Chub,Small ~ Common ~ Summer,1,1,19,2,19,,
Celestial Cod,Medium ~ Legendary ~ Late Fall,1,0,19,2,20,,
Cheermouth,Medium ~ Mythical ~ Early Spring,1,0,19,2,21,,
Chitin Salmon,Large ~ Common ~ Summer,1,1,19,2,22,,
Cloudfish,Large ~ Mythical ~ Summer,1,0,19,2,23,,
Coalfish,Large ~ Uncommon ~ Summer,1,1,19,2,24,,
Collapsed Lungfish,Small ~ Common ~ Winter,1,1,19,2,25,,
Combfish,Large ~ Common ~ Late Spring,1,1,19,2,26,,
Corpse Fish,Large ~ Legendary ~ Late Spring,1,1,19,2,27,,
Crystal Parrotfish,Small ~ Mythical ~ Late Spring,1,0,19,2,28,,
Dadjaw,Medium ~ Legendary ~ Late Spring,1,1,19,2,29,,
Darter,Small ~ Rare ~ Early Fall,1,1,19,2,30,,
Dead Gar,Small ~ Common ~ Summer,1,1,19,2,31,,
Deviltooth,Small ~ Rare ~ Late Fall,1,1,19,2,32,,
Doldrumish,Medium ~ Legendary ~ Late Fall,1,0,19,2,33,,
Doppleganger Fish,Large ~ Common ~ Early Fall,1,1,19,2,34,,
Dottyback,Medium ~ Rare ~ Early Fall,1,1,19,2,35,,
Double Bass,Medium ~ Legendary ~ Early Fall,1,1,19,2,36,,
Dragonfish,Small ~ Mythical ~ Early Fall,1,0,19,2,37,,
Drowned Regret,Medium ~ Legendary ~ Early Spring,1,0,19,2,38,,
Duchess of Carp,Medium ~ Common ~ Late Spring,1,1,19,2,39,,
Duckbill,Medium ~ Uncommon ~ Late Spring,1,1,19,2,40,,
Duke of Carp,Medium ~ Uncommon ~ Early Fall,1,1,19,2,41,,
Dusk Herring,Medium ~ Uncommon ~ Summer,1,1,19,2,42,,
Eastport Crabgill,Large ~ Legendary ~ Winter,1,0,19,2,43,,
Ebony Squib,Small ~ Common ~ Late Spring,1,1,19,2,44,,
Ederian Pike,Large ~ Mythical ~ Early Spring,1,0,19,2,45,,
Eelpout,Large ~ Common ~ Summer,1,1,19,2,46,,
Eeltail Bream,Large ~ Mythical ~ Winter,1,0,19,2,47,,
Elder Sprat,Small ~ Legendary ~ Early Spring,1,0,19,2,48,,
Electric Knifefish,Medium ~ Rare ~ Late Fall,1,0,19,2,49,,
Emperor Bream,Medium ~ Legendary ~ Summer,1,1,19,2,50,,
English Brill,Large ~ Mythical ~ Summer,1,0,19,2,51,,
Evefish,Large ~ Mythical ~ Late Spring,1,0,19,2,52,,
Ex-Fish,Medium ~ Legendary ~ Late Spring,1,1,19,2,53,,
False Shark,Large ~ Rare ~ Late Fall,1,0,19,2,54,,
False Whale,Large ~ Mythical ~ Winter,1,0,19,2,55,,
Fangtooth,Large ~ Uncommon ~ Early Spring,1,0,19,2,56,,
Fatted Flounder,Medium ~ Uncommon ~ Early Spring,1,0,19,2,57,,
Featherback,Large ~ Common ~ Early Fall,1,1,19,2,58,,
Fire Goby,Small ~ Mythical ~ Early Spring,1,0,19,2,59,,
Five-eye,Medium ~ Common ~ Summer,1,1,19,2,60,,
Flatfish,Medium ~ Uncommon ~ Early Spring,1,0,19,2,61,,
Forgotten Flounder,Large ~ Uncommon ~ Winter,1,1,19,2,62,,
Francofin,Medium ~ Rare ~ Summer,1,1,19,2,63,,
Frogfish,Small ~ Mythical ~ Summer,1,0,19,2,64,,
Gentle Friendfish,Medium ~ Common ~ Late Spring,1,1,19,2,65,,
Ghost of Drowned Sailor,Medium ~ Common ~ Winter,1,1,19,2,66,,
Giant Butterflyfish,Large ~ Mythical ~ Early Fall,1,0,19,2,67,,
Glass-in-your-heart,Medium ~ Crystal ~ Winter,1,0,19,2,68,,
Glowfin,Small ~ Mythical ~ Late Fall,1,0,19,2,69,,
Goat Fish,Small ~ Legendary ~ Late Spring,1,1,19,2,70,,
Godfish,Large ~ Rare ~ Early Fall,1,1,19,2,71,,
Grandfather Fish,Large ~ Uncommon ~ Late Fall,1,0,19,2,72,,
Grassfin,Medium ~ Rare ~ Late Spring,1,1,19,2,73,,
Grey Sole,Small ~ Rare ~ Summer,1,1,19,2,74,,
Heartacher,Medium ~ Mythical ~ Early Fall,1,1,19,2,75,,
Herring of immense girth,Medium ~ Rare ~ Late Fall,1,1,19,2,76,,
Hog Sucker,Small ~ Mythical ~ Winter,1,0,19,2,77,,
Hussyfish,Large ~ Legendary ~ Late Spring,1,1,19,2,78,,
Icefish,Medium ~ Rare ~ Winter,1,1,19,2,79,,
Immaculate Chum,Medium ~ Rare ~ Summer,1,1,19,2,80,,
Inexplicable Woefish,Medium ~ Mythical ~ Summer,1,0,19,2,81,,
Jellynose,Large ~ Rare ~ Early Spring,1,0,19,2,82,,
Kelpjaw,Medium ~ Common ~ Summer,1,1,19,2,83,,
Knucklefish,Large ~ Common ~ Late Fall,1,1,19,2,84,,
Kokopu,Medium ~ Common ~ Early Fall,1,1,19,2,85,,
Lamentation upon your sole,Medium ~ Mythical ~ Late Spring,1,0,19,2,86,,
Leaffish,Large ~ Mythical ~ Early Fall,1,1,19,2,87,,
Leatherskin,Small ~ Uncommon ~ Early Spring,1,0,19,2,88,,
Lickermouth,Large ~ Legendary ~ Early Spring,1,0,19,2,89,,
Lightfish,Small ~ Mythical ~ Winter,1,0,19,2,90,,
Longneck Eel,Small ~ Uncommon ~ Summer,1,1,19,2,91,,
Longnose Ling,Small ~ Uncommon ~ Late Spring,1,1,19,2,92,,
Loweye,Small ~ Mythical ~ Summer,1,0,19,2,93,,
Machias Cod,Large ~ Mythical ~ Early Spring,1,0,19,2,94,,
Madfish,Small ~ Legendary ~ Late Fall,1,0,19,2,95,,
Maine Shad,Large ~ Rare ~ Late Spring,1,1,19,2,96,,
Maple Fish,Large ~ Common ~ Winter,1,1,19,2,97,,
Master Scoutfish,Medium ~ Mythical ~ Late Fall,1,1,19,2,98,,
Milkfish,Small ~ Uncommon ~ Late Fall,1,1,19,2,99,,
Mollyfish,Large ~ Legendary ~ Early Fall,1,1,19,2,100,,
Mooneye,Small ~ Rare ~ Late Spring,1,1,19,2,101,,
Morose Minnow,Small ~ Common ~ Late Fall,1,1,19,2,102,,
Mother’s Favorite,Small ~ Legendary ~ Summer,1,1,19,2,103,,
Mudsucker,Small ~ Uncommon ~ Winter,1,1,19,2,104,,
Mutant Carp,Large ~ Uncommon ~ Early Spring,1,1,19,2,105,,
Native Flagfish,Large ~ Common ~ Winter,1,1,19,2,106,,
New World Perch,Medium ~ Common ~ Winter,1,1,19,2,107,,
No-good-sister Fish,Large ~ Uncommon ~ Late Spring,1,1,19,2,108,,
Northern Pearleye,Medium ~ Uncommon ~ Winter,1,0,19,2,109,,
Northern Triggerfish,Small ~ Rare ~ Early Spring,1,0,19,2,110,,
Ocean Perch,Small ~ Legendary ~ Early Fall,1,1,19,2,111,,
Old Conger,Small ~ Common ~ Late Fall,1,1,19,2,112,,
Opalfish,Small ~ Common ~ Late Spring,1,1,19,2,113,,
Orangespine,Small ~ Legendary ~ Winter,1,0,19,2,114,,
Ordinary Sucker,Small ~ Common ~ Early Spring,1,0,19,2,115,,
Pallid Smoocher,Large ~ Rare ~ Summer,1,1,19,2,116,,
Pearlfish,Medium ~ Uncommon ~ Late Fall,1,0,19,2,117,,
Pencilfish,Small ~ Common ~ Early Fall,1,1,19,2,118,,
Pilot Fish,Medium ~ Uncommon ~ Summer,1,1,19,2,119,,
Pipefish,Small ~ Common ~ Winter,1,0,19,2,120,,
Pirate Perch,Medium ~ Uncommon ~ Late Spring,1,1,19,2,121,,
Pleasantfin,Medium ~ Legendary ~ Winter,1,1,19,2,122,,
Poodleshark,Small ~ Legendary ~ Winter,1,1,19,2,123,,
Porbeagle,Medium ~ Rare ~ Early Fall,1,1,19,2,124,,
Porgy,Medium ~ Rare ~ Early Spring,1,1,19,2,125,,
Prowfish,Large ~ Common ~ Late Fall,1,1,19,2,126,,
Pupfish,Small ~ Mythical ~ Late Spring,1,0,19,2,127,,
Queen of Carp,Large ~ Common ~ Early Spring,1,0,19,2,128,,
Razorfish,Medium ~ Legendary ~ Summer,1,1,19,2,129,,
Restripe,Small ~ Legendary ~ Late Fall,1,0,19,2,130,,
Revenant Trout,Medium ~ Uncommon ~ Winter,1,1,19,2,131,,
Ring Cod,Large ~ Legendary ~ Winter,1,0,19,2,132,,
Rockling,Small ~ Uncommon ~ Early Spring,1,0,19,2,133,,
Roosterfish,Small ~ Uncommon ~ Summer,1,1,19,2,134,,
Roundhead,Small ~ Uncommon ~ Late Spring,1,1,19,2,135,,
Sallowcheek,Small ~ Rare ~ Summer,1,1,19,2,136,,
Saltwater Chimaera,Large ~ Mythical ~ Late Fall,1,0,19,2,137,,
Sand Diver,Medium ~ Legendary ~ Early Spring,1,0,19,2,138,,
Sardonic Sardine,Small ~ Uncommon ~ Early Fall,1,1,19,2,139,,
Saucereye,Large ~ Legendary ~ Early Spring,1,0,19,2,140,,
Sea Robin,Small ~ Mythical ~ Early Spring,1,0,19,2,141,,
Shadowmouth,Medium ~ Common ~ Early Spring,1,0,19,2,142,,
Sheepmouth,Large ~ Mythical ~ Late Fall,1,0,19,2,143,,
Shiner,Small ~ Mythical ~ Late Fall,1,0,19,2,144,,
Shortnose Stickleback,Medium ~ Mythical ~ Late Fall,1,0,19,2,145,,
Silver Bristlemouth,Small ~ Legendary ~ Early Spring,1,0,19,2,146,,
Skate,Small ~ Uncommon ~ Late Fall,1,0,19,2,147,,
Sleeper,Small ~ Rare ~ Early Spring,1,0,19,2,148,,
Sleeping Koi,Medium ~ Mythical ~ Early Fall,1,1,19,2,149,,
Slimy Sculpin,Small ~ Rare ~ Late Spring,1,1,19,2,150,,
Spinehead,Large ~ Mythical ~ Late Spring,1,0,19,2,151,,
Spiny Basslet,Small ~ Uncommon ~ Winter,1,0,19,2,152,,
Spiteful Cusk,Medium ~ Rare ~ Early Spring,1,0,19,2,153,,
Splittail Cod,Large ~ Common ~ Early Spring,1,0,19,2,154,,
Spookling,Large ~ Rare ~ Winter,1,1,19,2,155,,
Spring Shiner,Medium ~ Mythical ~ Late Spring,1,0,19,2,156,,
Stained Glassfish,Large ~ Legendary ~ Summer,1,1,19,2,157,,
Stan Grouper,Small ~ Mythical ~ Early Fall,1,1,19,2,158,,
Sunken-cheeked Cod,Medium ~ Common ~ Late Fall,1,1,19,2,159,,
Sweeper,Medium ~ Mythical ~ Early Spring,1,0,19,2,160,,
Swole Carp,Large ~ Uncommon ~ Early Fall,1,1,19,2,161,,
Swordfish,Large ~ Rare ~ Late Fall,1,1,19,2,162,,
Tigerfish,Large ~ Legendary ~ Late Fall,1,0,19,2,163,,
Tommy Ruff,Medium ~ Legendary ~ Winter,1,1,19,2,164,,
Tompot Blenny,Small ~ Rare ~ Late Fall,1,0,19,2,165,,
Tongue Ripper,Medium ~ Common ~ Early Fall,1,1,19,2,166,,
Trembling Cretin,Large ~ Rare ~ Winter,1,1,19,2,167,,
Trevella,Large ~ Legendary ~ Late Fall,1,0,19,2,168,,
Trumpetfish,Large ~ Uncommon ~ Early Fall,1,1,19,2,169,,
Tube-Eye,Small ~ Rare ~ Early Fall,1,1,19,2,170,,
Ugly Loach,Small ~ Common ~ Early Spring,1,0,19,2,171,,
Unseeing One,Small ~ Legendary ~ Late Spring,1,0,19,2,172,,
Vampirefin,Small ~ Legendary ~ Summer,1,1,19,2,173,,
Veinfish,Medium ~ Common ~ Late Fall,1,1,19,2,174,,
Wide-eyed gudgeon,Large ~ Uncommon ~ Late Spring,1,1,19,2,175,,
Wistfull Trout,Medium ~ Legendary ~ Early Fall,1,1,19,2,176,,
Witch Fish,Large ~ Legendary ~ Summer,1,1,19,2,177,,
Wraithfish,Medium ~ Uncommon ~ Late Fall,1,0,19,2,178,,
Wrymouth,Small ~ Rare ~ Winter,1,1,19,2,179,,
You-should-have-said-something Fish,Medium ~ Common ~ Early Spring,1,1,19,2,180,,
Amber,Amber ~ Common ~ All year,1,1,20,2,1,,
Boot Scraps,Scroll ~ Uncommon ~ All year,1,1,20,2,2,,
Camera Film,Other ~ Common ~ All year,1,1,20,2,3,,
Carved Bone Die,Block ~ Legendary ~ All year,1,1,20,2,4,,
Charred Fishbone,Nature ~ Common ~ All year,1,1,20,2,5,,
Chunk of Marble,Block ~ Rare ~ All year,1,1,20,2,6,,
Crimson Robe,Scroll ~ Rare ~ All year,1,1,20,2,7,,
Elite Skipping Stone,Nature ~ Rare ~ All year,1,1,20,2,8,,
Emperor’s confession,Scroll ~ Mythical ~ All year,1,1,20,2,9,,
Feather in Amber,Amber ~ Uncommon ~ All year,1,1,20,2,10,,
Fish in Amber,Amber ~ Legendary ~ All year,1,1,20,2,11,,
Flower in Amber,Amber ~ Rare ~ All year,1,0,20,2,12,,
Forbidden Scroll,Scroll ~ Legendary ~ All year,1,1,20,2,13,,
Gold Ingot,Ore ~ Rare ~ All year,1,1,20,2,14,,
Hairball of the great Goddess,Essence ~ Rare ~ All year,1,1,20,2,15,,
Happy Bird Essence,Essence ~ Uncommon ~ All year,1,1,20,2,16,,
Happy Deer Essence,Essence ~ Uncommon ~ All year,1,1,20,2,17,,
Happy Imp Essence,Essence ~ Uncommon ~ All year,1,1,20,2,18,,
Happy Rodent Essence,Essence ~ Uncommon ~ All year,1,1,20,2,19,,
Hewn Brick,Block ~ Common ~ All year,1,1,20,2,20,,
Holy Chalice,Disk ~ Rare ~ All year,1,1,20,2,21,,
Imperial Coin,Disk ~ Common ~ All year,1,1,20,2,22,,
Iron Ingot,Ore ~ Common ~ All year,1,1,20,2,23,,
Joyous Bird Essence,Essence ~ Rare ~ All year,1,1,20,2,24,,
Joyous Deer Essence,Essence ~ Rare ~ All year,1,1,20,2,25,,
Joyous Imp Essence,Essence ~ Rare ~ All year,1,1,20,2,26,,
Joyous Rodent Essence,Essence ~ Rare ~ All year,1,1,20,2,27,,
Leaf in Amber,Amber ~ Common ~ All year,1,1,20,2,28,,
Lizard in Amber,Amber ~ Legendary ~ All year,1,0,20,2,29,,
Magic Hairball,Essence ~ Uncommon ~ All year,1,1,20,2,30,,
Melted Snow,Nature ~ Common ~ All year,1,0,20,2,31,,
Mosquito in Amber,Amber ~ Mythical ~ All year,1,0,20,2,32,,
Mundane Hairball,Essence ~ Common ~ All year,1,1,20,2,33,,
Noble Gem,Gem ~  ~ ,1,1,20,2,34,,
Noble Jewel,Ore ~ Legendary ~ All year,1,1,20,2,35,,
Normal Skipping Stone,Nature ~ Common ~ All year,1,1,20,2,36,,
Ornate Gear,Other ~ Common ~ All year,1,1,20,2,37,,
Petrified Walking Stick,Block ~ Mythical ~ All year,1,0,20,2,38,,
Piece of Tile,Block ~ Uncommon ~ All year,1,1,20,2,39,,
Precious Gem,Gem ~  ~ ,1,1,20,2,40,,
Precious Gem,Ore ~ Rare ~ All year,1,1,20,2,41,,
Pro Skipping Stone,Nature ~ Uncommon ~ All year,1,1,20,2,42,,
Quartz Gemstone,Gem ~  ~ ,1,1,20,2,43,,
Quartz Gemstone,Ore ~ Common ~ All year,1,1,20,2,44,,
Rare Pearl,Nature ~ Rare ~ All year,1,1,20,2,45,,
Relic Ash,Other ~ Common ~ All year,1,1,20,2,46,,
Royal Gem,Gem ~  ~ ,1,1,20,2,47,,
Royal Gem,Ore ~ Mythical ~ All year,1,1,20,2,48,,
Rusty Spearhead,Disk ~ Uncommon ~ All year,1,1,20,2,49,,
Scorpion in Amber,Amber ~ Mythical ~ All year,1,0,20,2,50,,
Semi-Precious Gem,Gem ~  ~ ,1,1,20,2,51,,
Semi-Precious Gem,Ore ~ Uncommon ~ All year,1,1,20,2,52,,
Shard of Crown,Disk ~ Legendary ~ All year,1,1,20,2,53,,
Silver Ingot,Ore ~ Uncommon ~ All year,1,1,20,2,54,,
Simple Gear,Other ~ Common ~ All year,1,1,20,2,55,,
Small Gold Ore,Ore ~ Rare ~ All year,1,1,20,2,56,,
Small Iron Ore,Ore ~ Common ~ All year,1,1,20,2,57,,
Small Silver Ore,Ore ~ Uncommon ~ All year,1,1,20,2,58,,
Snow Crystal,Nature ~ Common ~ All year,1,0,20,2,59,,
Spirit Bird Essence,Essence ~ Common ~ All year,1,1,20,2,60,,
Spirit Deer Essence,Essence ~ Common ~ All year,1,1,20,2,61,,
Spirit Imp Essence,Essence ~ Common ~ All year,1,1,20,2,62,,
Spirit Rodent Essence,Essence ~ Common ~ All year,1,1,20,2,63,,
Teaching Parchment,Scroll ~ Common ~ All year,1,1,20,2,64,,
Tin of Flower Pigment,Other ~ Common ~ All year,1,1,20,2,65,,
Tooth in Amber,Amber ~ Uncommon ~ All year,1,1,20,2,66,,
Urn of Bearos,Disk ~ Mythical ~ All year,1,1,20,2,67,,
Worm in Amber,Amber ~ Rare ~ All year,1,0,20,2,68,,
Acorn,Raw ~ Common ~ Fall,1,1,21,2,1,,
Bagel,Bread ~ Common ~ All year,1,1,21,2,2,,
